(56627,110103): 1.0
(95910,86841): 1.02159371398
(108740,72918): 1.0
(105619,63238): 1.0
(43289,98477): 1.0
(29451,43683): 1.03282529504
(44209,106916): 1.0
(21040,20886): 1.0
(29451,106916): 1.0
(30563,72918): 1.0
(53057,72918): 1.0
(90309,21040): 1.0
(43289,21040): 1.0018245623
(44209,63238): 1.0
(21040,101655): 1.08175483456
(90309,44209): 2.40942604032
(53057,29317): 1.0
(34566,106916): 1.0
(43683,95910): 1.45169764941
(25718,98477): 1.09176999251
(34566,63238): 1.04060527222
(43683,16168): 1.0
(21457,63238): 1.03894385792
(30563,29317): 1.0
(108740,29317): 1.0
(25718,21040): 1.0
(44209,95910): 1.45433220528
(56627,86841): 1.44103126714
(25718,44209): 1.0
(108740,34566): 1.0
(98477,90309): 1.0
(30563,34566): 1.0
(53057,34566): 1.0
(50201,72918): 1.0
(21457,95910): 1.0
(108740,29451): 1.0
(25718,56627): 1.0
(30733,29317): 1.0
(43683,98477): 1.0
(34566,95910): 1.45187983561
(43289,44209): 1.0
(101655,72918): 1.0
(43289,56627): 1.0
(30563,29451): 1.0
(63238,72918): 1.0
(72918,29317): 1.0
(80796,34566): 1.0
(30550,29451): 1.00619520571
(72918,34566): 1.02148467164
(30550,30733): 1.0
(63238,29317): 1.0
(80796,29451): 1.11525713005
(72918,29451): 1.24355838284
(30550,105619): 1.05450173877
(63238,34566): 1.0
(72918,30733): 1.0
(30550,20886): 1.05235819105
(80796,30733): 1.0
(63238,29451): 1.18874923946
(72918,105619): 1.0
(30550,101655): 1.0
(80796,105619): 1.0
(30550,50201): 1.0
(72918,20886): 1.29017739279
(63238,30733): 1.0
(80796,20886): 1.13726426811
(72918,101655): 1.0
(30550,80796): 1.11434898506
(80796,101655): 1.0
(72918,50201): 1.0
(80796,50201): 1.0
(63238,105619): 1.0
(30550,90309): 1.0
(80796,90309): 1.0
(63238,20886): 1.22467718445
(72918,80796): 1.26129237268
(30550,43683): 1.0
(63238,101655): 1.0
(72918,90309): 1.0
(63238,50201): 1.0
(80796,43683): 1.0
(72918,43683): 1.15075170282
(63238,80796): 1.17526984904
(30550,106916): 1.03568234458
(80796,106916): 1.0
(72918,106916): 1.0
(80796,63238): 1.0
(30550,63238): 1.10855627074
(72918,63238): 1.0
(63238,90309): 1.0
(30550,95910): 1.05250071666
(80796,95910): 1.43563658131
(72918,95910): 1.43592169096
(63238,43683): 1.07123477723
(30550,16168): 1.01221799133
(72918,16168): 1.0
(63238,106916): 1.0
(80796,16168): 1.0
(30550,98477): 1.0
(72918,98477): 1.0
(80796,98477): 1.0
(63238,95910): 1.43309793801
(30550,21040): 1.0
(80796,21040): 1.00766328323
(63238,16168): 1.0
(72918,21040): 1.09981654687
(30550,44209): 1.0
(63238,98477): 1.0
(72918,44209): 1.0
(80796,44209): 1.0
(63238,21040): 1.05174225465
(80796,56627): 1.0
(30550,56627): 1.15358456337
(63238,44209): 1.0
(80796,110103): 1.0
(72918,56627): 1.0
(63238,56627): 1.0
(30550,110103): 1.19718476314
(63238,110103): 1.0
(72918,110103): 1.0
(80796,86841): 1.64928227049
(30550,86841): 1.0
(63238,86841): 1.64517974483
(72918,86841): 1.64975039187
(80796,43289): 1.10830953058
(63238,43289): 1.38023401495
(80796,107968): 1.0
(72918,43289): 1.49922546164
(30550,43289): 1.14585530208
(72918,107968): 1.0
(63238,107968): 1.0
(80796,53057): 1.05315758904
(72918,53057): 1.38830465065
(30550,107968): 1.12170834255
(63238,53057): 1.28993296238
(72918,108740): 1.0
(30550,53057): 1.17082678218
(80796,108740): 1.0
(72918,25718): 1.24292905344
(30550,108740): 1.16922295125
(80796,25718): 1.11195674483
(63238,108740): 1.0
(30550,25718): 1.0
(72918,98893): 1.46091557031
(80796,98893): 1.46059772666
(63238,25718): 1.18691017406
(30550,98893): 1.04128151323
(72918,21457): 1.09941557447
(80796,21457): 1.00763416454
(63238,98893): 1.45783654691
(72918,101587): 1.55355477781
(80796,101587): 1.55316086911
(30550,21457): 1.0
(72918,30550): 1.0
(63238,21457): 1.05154267214
(30550,101587): 1.0
(72918,30563): 1.0
(30550,30563): 1.0
(80796,30550): 1.0
(72918,10469): 1.0
(63238,101587): 1.54969130224
(80796,30563): 1.0
(30550,10469): 1.10406760285
(72918,108905): 1.68865730622
(63238,30550): 1.0
(30550,108905): 1.0
(80796,10469): 1.0
(72918,105069): 1.65850195243
(30550,105069): 1.0
(63238,30563): 1.0
(72918,90225): 1.52640304784
(80796,108905): 1.68811827562
(30550,90225): 1.0
(72918,3954): 1.50523396889
(63238,10469): 1.0
(30550,3954): 1.19413860104
(80796,105069): 1.65802839793
(72918,30323): 1.0
(30550,30323): 1.0
(63238,108905): 1.68339481602
(72918,30838): 1.11501896382
(80796,90225): 1.52603925634
(72918,10601): 1.0
(30550,30838): 1.0
(63238,105069): 1.65385761573
(80796,3954): 1.17864785532
(72918,21370): 1.32276905579
(30550,10601): 1.14367541313
(63238,90225): 1.52284853912
(80796,30323): 1.0
(30550,21370): 1.04975128766
(63238,3954): 1.40928497636
(80796,30838): 1.00875799054
(30550,65275): 1.04831004259
(63238,30323): 1.0
(80796,10601): 1.0
(72918,65275): 1.0
(10469,72918): 1.0
(63238,30838): 1.05941068913
(80796,21370): 1.15118481418
(108905,72918): 1.544484272
(63238,10601): 1.0
(10469,29317): 1.0
(80796,65275): 1.0
(108905,29317): 1.0
(10469,34566): 1.02388507602
(63238,21370): 1.24909454199
(105069,72918): 1.50245909575
(108905,34566): 1.71857587512
(21457,16168): 1.0
(50201,29317): 1.17230501172
(53057,29451): 1.0909274067
(90309,56627): 2.06262794375
(53057,30733): 1.0
(86841,72918): 1.50113780107
(30733,34566): 1.0
(43683,21040): 1.0
(34566,16168): 1.0
(44209,16168): 1.0
(56627,43289): 1.0
(21457,98477): 1.0
(101655,29317): 1.20853677261
(43289,110103): 1.0
(21457,21040): 1.0
(50201,34566): 1.0
(44209,98477): 1.0
(21457,44209): 1.0
(50201,29451): 1.05131939312
(90309,110103): 1.14548788072
(53057,105619): 1.0
(44209,21040): 1.0
(56627,107968): 1.0
(98477,43683): 1.0
(30563,30733): 1.0
(86841,29317): 1.0
(108740,30733): 1.0
(21457,56627): 1.14841437939
(50201,30733): 1.02233740545
(30563,105619): 1.14026259724
(98477,106916): 1.0
(86841,34566): 1.65909478849
(44209,56627): 1.06705314224
(34566,98477): 1.0
(43683,44209): 1.0
(30563,20886): 1.0
(86841,29451): 1.0
(44209,110103): 1.0
(56627,53057): 1.0
(25718,110103): 1.01497949101
(101655,34566): 1.0
(43289,86841): 1.6376394557
(44209,86841): 1.67963639424
(56627,108740): 1.0
(30563,101655): 1.04559031262
(43683,56627): 1.0
(44209,43289): 1.0
(101655,29451): 1.0
(43289,107968): 1.0
(43683,110103): 1.00039576012
(34566,21040): 1.15249380574
(25718,86841): 1.01838720796
(56627,25718): 1.0
(44209,107968): 1.0
(30563,50201): 1.0
(98477,63238): 1.0
(16168,34566): 1.0
(53057,20886): 1.10909752826
(101655,30733): 1.29261919935
(63238,65275): 1.0
(10469,29451): 1.21075340771
(105069,29317): 1.0
(90225,72918): 1.3991207217
(10469,30733): 1.0
(108905,29451): 1.0
(90225,29317): 1.01456666503
(10469,105619): 1.0
(105069,34566): 1.66090198816
(108905,30733): 1.0
(10469,20886): 1.2505385469
(90225,34566): 1.54649098065
(105069,29451): 1.0
(10469,101655): 1.0
(108905,105619): 1.0
(10469,50201): 1.0
(105069,30733): 1.0
(90225,29451): 1.26979441575
(10469,80796): 1.24418116103
(108905,20886): 1.0
(90225,30733): 1.0
(10469,90309): 1.0
(108905,101655): 1.0
(90225,105619): 1.0
(10469,43683): 1.14233871288
(105069,105619): 1.0
(90225,20886): 1.0
(108905,50201): 1.81941728181
(10469,106916): 1.0
(90225,101655): 1.0
(105069,20886): 1.0
(90225,50201): 1.61272365948
(10469,63238): 1.0
(105069,101655): 1.0
(108905,80796): 1.68811827562
(90225,80796): 1.52603925634
(10469,95910): 1.42728091847
(105069,50201): 1.74526181141
(90225,90309): 1.0
(108905,90309): 1.0
(10469,16168): 1.0
(90225,43683): 1.5462668683
(105069,80796): 1.63505142006
(108905,43683): 1.71824040674
(90225,106916): 1.0
(10469,98477): 1.0
(108905,106916): 1.0
(90225,63238): 1.41169688198
(10469,21040): 1.07207758226
(90225,95910): 1.02509800677
(105069,90309): 1.0
(90225,16168): 1.0
(108905,63238): 1.55760574964
(10469,44209): 1.0
(108905,95910): 1.0
(90225,98477): 1.0
(10469,56627): 1.0
(105069,43683): 1.66061819841
(10469,110103): 1.0
(90225,21040): 1.22643562728
(105069,106916): 1.0
(108905,16168): 1.0
(90225,44209): 1.54958419288
(10469,86841): 1.6357878492
(105069,63238): 1.51487962675
(108905,98477): 1.0
(105069,95910): 1.0
(90225,56627): 1.3259223956
(108905,21040): 1.0
(105069,16168): 1.0
(10469,43289): 1.45863402441
(98477,95910): 1.0
(30563,80796): 1.0
(108740,105619): 1.0
(25718,43289): 1.10982185729
(98477,16168): 1.40244395229
(30733,29451): 1.0
(86841,30733): 1.0
(25718,107968): 1.0
(43683,86841): 1.67535269932
(34566,44209): 1.0
(106916,56627): 1.0
(20886,98477): 1.0
(98477,21040): 1.20792205028
(101655,105619): 1.0
(95910,43289): 1.42842487811
(29451,63238): 1.0
(30563,90309): 1.10301811908
(101655,20886): 1.30975293776
(98477,44209): 1.0
(29317,101655): 1.0
(106916,110103): 1.0
(101655,50201): 1.0
(98477,56627): 1.0
(20886,21040): 1.0
(106916,86841): 1.0
(95910,107968): 1.0
(21040,50201): 1.0
(106916,43289): 1.0
(20886,44209): 1.0
(90309,86841): 1.0
(106916,107968): 1.0
(20886,56627): 1.0
(98893,21040): 1.15631268752
(101587,72918): 1.42190154428
(20886,110103): 1.0
(106916,53057): 1.0
(30563,43683): 1.00027097174
(10469,107968): 1.0
(90225,110103): 1.0
(105069,98477): 1.0
(10469,53057): 1.36051719249
(90225,86841): 1.0
(108905,44209): 1.7232099246
(10469,108740): 1.0
(105069,21040): 1.0
(90225,43289): 1.51697978193
(10469,25718): 1.2093987856
(108905,56627): 1.4619414473
(90225,107968): 1.0
(10469,98893): 1.45151311365
(105069,44209): 1.66481999136
(90225,53057): 1.51307027284
(108905,110103): 1.0
(10469,21457): 1.07179415339
(105069,56627): 1.42620182275
(90225,108740): 1.0
(108905,86841): 1.0
(10469,101587): 1.54175287051
(105069,110103): 1.0
(90225,25718): 1.09885462295
(16168,29451): 1.21849504133
(90309,43289): 2.2978042086
(21457,110103): 1.0
(105619,95910): 1.0
(29317,50201): 1.0
(21040,80796): 1.0
(95910,53057): 1.42530754186
(30563,106916): 1.00489887091
(29451,95910): 1.0
(21457,86841): 1.01735570421
(110103,72918): 1.0
(20886,86841): 1.01791622426
(106916,108740): 1.0
(101587,29317): 1.02256887089
(98893,44209): 1.48096405489
(16168,30733): 1.0
(90309,107968): 1.0
(20886,43289): 1.12518506851
(106916,25718): 1.0
(110103,29317): 1.0
(98477,110103): 1.01572413504
(101655,80796): 1.0
(95910,108740): 1.0
(101587,34566): 1.5754342753
(30563,63238): 1.0
(29451,16168): 1.0
(101655,90309): 1.0
(98477,86841): 1.0
(105619,16168): 1.22573226003
(29317,80796): 1.0
(90309,53057): 2.28472386418
(98893,56627): 1.26263701311
(101587,29451): 1.0
(29451,98477): 1.0
(30563,95910): 1.21261025862
(29451,21040): 1.0
(20886,107968): 1.0
(108905,43289): 1.67472769199
(105069,86841): 1.0
(10469,30550): 1.0
(108905,107968): 1.0
(90225,98893): 1.0143224198
(10469,30563): 1.0
(105069,43289): 1.62363231582
(108905,53057): 1.66896647779
(90225,21457): 1.2256386295
(10469,108905): 1.67260859764
(90225,101587): 1.0
(105069,107968): 1.0
(108905,108740): 1.0
(90225,30550): 1.01601512331
(10469,105069): 1.64431168355
(105069,53057): 1.61870456131
(90225,30563): 1.0
(108905,25718): 1.0
(10469,90225): 1.51554312495
(105069,108740): 1.0
(90225,10469): 1.38985259657
(10469,3954): 1.47229092674
(108905,98893): 1.0
(90225,108905): 1.0
(10469,30323): 1.0
(105069,25718): 1.0
(90225,105069): 1.0160859599
(10469,30838): 1.08278797533
(105069,98893): 1.0
(10469,10601): 1.0
(108905,21457): 1.0
(105069,21457): 1.0
(108905,101587): 1.0
(90225,3954): 1.47774932192
(10469,21370): 1.27785293812
(108905,30550): 1.0
(105069,101587): 1.0
(10469,65275): 1.0
(90225,30323): 1.01465842931
(105069,30550): 1.0
(3954,72918): 1.0
(108905,30563): 1.10413448889
(90225,30838): 1.04104740386
(105069,30563): 1.09761461549
(3954,29317): 1.0
(108905,10469): 1.53062730123
(90225,10601): 1.38819798737
(3954,34566): 1.01429164711
(108905,105069): 1.0
(90225,21370): 1.0
(3954,29451): 1.1000784654
(108905,90225): 1.0
(90225,65275): 1.41726282379
(3954,30733): 1.0
(105069,10469): 1.49055394341
(108905,3954): 1.61743394546
(3954,105619): 1.0
(105069,108905): 1.0
(30323,72918): 1.07950075365
(108905,30323): 1.0
(30323,29317): 1.0
(105069,90225): 1.0
(3954,20886): 1.11893483502
(108905,30838): 1.0
(30323,34566): 1.0
(105069,3954): 1.57436817313
(3954,101655): 1.0
(30323,29451): 1.00945338054
(108905,10601): 1.52692826321
(105069,30323): 1.0
(3954,50201): 1.0
(30323,30733): 1.0
(105069,30838): 1.0
(3954,80796): 1.17864785532
(108905,21370): 1.0
(30323,105619): 1.05550937825
(105069,10601): 1.4876183108
(3954,90309): 1.0
(105069,21370): 1.0
(30323,20886): 1.05558556047
(3954,43683): 1.10109840623
(108905,65275): 1.56439790941
(105069,65275): 1.52101213091
(30323,101655): 1.0
(30838,72918): 1.06530871566
(30323,50201): 1.0
(30838,29317): 1.0
(3954,106916): 1.0
(10601,72918): 1.0
(30323,80796): 1.11524556304
(3954,63238): 1.0
(10601,29317): 1.0
(30838,34566): 1.0
(30323,90309): 1.0
(30838,29451): 1.0
(10601,34566): 1.0118971632
(30323,43683): 1.0
(3954,95910): 1.39708222024
(30838,30733): 1.0
(30323,106916): 1.03667989448
(10601,29451): 1.16392846982
(3954,16168): 1.0
(30838,105619): 1.04800948235
(30323,63238): 1.10946867764
(30838,20886): 1.0
(3954,98477): 1.0
(30323,95910): 1.05357652666
(30838,101655): 1.0
(10601,30733): 1.0
(3954,21040): 1.0
(30323,16168): 1.01315460334
(30838,50201): 1.0
(10601,105619): 1.0
(3954,44209): 1.0
(30323,98477): 1.0
(10601,20886): 1.19511199673
(30323,21040): 1.0
(30838,80796): 1.0
(10601,101655): 1.0
(30323,44209): 1.0
(3954,56627): 1.0
(10601,50201): 1.0
(3954,110103): 1.0
(30838,90309): 1.0
(30323,56627): 1.15433434347
(10601,80796): 1.21880695861
(30838,43683): 1.0
(30323,110103): 1.16856794021
(3954,86841): 1.58738855653
(10601,90309): 1.0
(30323,86841): 1.0
(30838,106916): 1.02578826606
(10601,43683): 1.1219698525
(3954,43289): 1.32967050929
(30838,63238): 1.04488774317
(3954,107968): 1.0
(10601,106916): 1.0
(30838,95910): 1.04497650318
(10601,63238): 1.0
(30323,43289): 1.14661772048
(3954,53057): 1.26502979738
(30838,16168): 1.0
(30323,107968): 1.12248012072
(10601,95910): 1.42253788314
(3954,108740): 1.0
(30838,98477): 1.0
(30323,53057): 1.1714897099
(10601,16168): 1.0
(3954,25718): 1.09657511506
(30323,108740): 1.16979739083
(30838,21040): 1.0
(10601,98477): 1.0
(3954,98893): 1.41876652862
(30323,25718): 1.0
(30838,44209): 1.0
(3954,21457): 1.0
(10601,21040): 1.03023950746
(30323,98893): 1.04242119284
(30838,56627): 1.17416488273
(10601,44209): 1.0
(3954,101587): 1.50080458541
(10601,56627): 1.0
(30838,110103): 1.0
(10601,110103): 1.0
(3954,30550): 1.0
(30838,86841): 1.0
(3954,30563): 1.0
(30323,21457): 1.0
(10601,86841): 1.62815250909
(3954,10469): 1.0
(30323,101587): 1.0
(10601,43289): 1.41712150397
(30323,30550): 1.0
(3954,108905): 1.61743394546
(10601,107968): 1.0
(30838,43289): 1.02736309364
(30323,30563): 1.0
(3954,105069): 1.59514955302
(30838,107968): 1.13106674875
(10601,53057): 1.32818197353
(3954,90225): 1.47774932192
(30323,10469): 1.10498401829
(10601,108740): 1.0
(3954,30323): 1.0
(30323,108905): 1.0
(30838,53057): 1.0514662762
(3954,30838): 1.0
(10601,25718): 1.16156527527
(30838,108740): 1.18971504372
(3954,10601): 1.0
(10601,98893): 1.44636077025
(30323,105069): 1.0
(30838,25718): 1.0
(10601,21457): 1.03011922595
(30323,90225): 1.0
(30838,98893): 1.03074869799
(3954,21370): 1.1305088853
(30323,3954): 1.19467007279
(3954,65275): 1.0
(30838,21457): 1.0
(10601,101587): 1.53529211957
(21370,72918): 1.0
(30323,30838): 1.0
(30838,101587): 1.0
(10601,30550): 1.0
(21370,29317): 1.0
(30838,30550): 1.0
(30323,10601): 1.14443915556
(10601,30563): 1.0
(21370,34566): 1.004552102
(30323,21370): 1.05301076768
(10601,10469): 1.0
(21370,29451): 1.0
(30323,65275): 1.04942349642
(30838,30563): 1.30226920801
(10601,108905): 1.6638518069
(65275,72918): 1.0
(21370,30733): 1.0
(30838,10469): 1.06500341866
(10601,105069): 1.63655421551
(65275,29317): 1.3033683916
(30838,108905): 1.0
(10601,90225): 1.5095924229
(21370,105619): 1.0
(10601,3954): 1.43792298356
(21370,20886): 1.0
(30838,105069): 1.0
(65275,34566): 1.0
(10601,30323): 1.0
(21370,101655): 1.07077840664
(65275,29451): 1.17010448849
(30838,90225): 1.0
(21370,50201): 1.0
(10601,30838): 1.03465313653
(65275,30733): 1.14360944462
(30838,3954): 1.08376032479
(21370,80796): 1.07739803864
(10601,21370): 1.2159301754
(65275,105619): 1.0
(30838,30323): 1.0
(21370,90309): 1.06918893983
(10601,65275): 1.0
(65275,20886): 1.14146078001
(21370,43683): 1.04206655305
(30838,10601): 1.06033579336
(65275,101655): 1.0
(30838,21370): 1.0
(65275,50201): 1.0
(21370,106916): 1.16473829991
(30838,65275): 1.03953107349
(65275,80796): 1.15668534448
(21370,63238): 1.0
(21457,43289): 1.02382814603
(110103,34566): 1.0
(95910,25718): 1.01171496397
(21040,90309): 1.08085081631
(98893,110103): 1.0
(101587,30733): 1.02300180126
(101655,43683): 1.0
(105619,98477): 1.0
(29317,90309): 1.0
(20886,53057): 1.10468288944
(106916,98893): 1.0
(20886,108740): 1.0
(95910,98893): 1.0
(21040,43683): 1.0
(29317,43683): 1.00025333919
(105619,21040): 1.12149989181
(90309,108740): 1.0
(16168,105619): 1.0
(21040,106916): 1.07637890694
(29317,106916): 1.0322326098
(105619,44209): 1.0
(101587,105619): 1.0
(98893,86841): 1.04057659499
(29317,63238): 1.0
(105619,56627): 1.0
(101655,106916): 1.0
(90309,25718): 1.0
(16168,20886): 1.12324744294
(101587,20886): 1.0
(95910,21457): 1.1373258561
(21040,63238): 1.03909385789
(20886,25718): 1.15452223791
(98893,43289): 1.45275944541
(16168,101655): 1.0
(90309,98893): 1.0
(16168,50201): 1.0
(53057,101655): 1.0
(50201,105619): 1.0
(25718,53057): 1.09213499821
(108740,20886): 1.0
(43289,53057): 1.21167087445
(98477,43289): 1.0
(34566,56627): 1.0
(43683,43289): 1.01157870296
(25718,108740): 1.0
(44209,53057): 1.0
(56627,98893): 1.26263701311
(30733,105619): 1.0
(86841,105619): 1.0
(65275,90309): 1.0
(21370,95910): 1.0
(50201,20886): 1.0
(21457,107968): 1.11463073208
(34566,110103): 1.0
(43683,107968): 1.0
(29451,44209): 1.0
(107968,106916): 1.0
(21457,53057): 1.04473692648
(50201,101655): 1.0
(56627,21457): 1.09759255498
(86841,20886): 1.0
(30733,20886): 1.0
(25718,98893): 1.02686267886
(43289,108740): 1.0
(21457,108740): 1.16619211886
(50201,80796): 1.0
(44209,108740): 1.0
(56627,101587): 1.34624606648
(50201,90309): 1.0
(21457,25718): 1.20908767537
(98477,107968): 1.0
(107968,63238): 1.0
(34566,86841): 1.67564202543
(50201,43683): 1.0
(56627,30550): 1.0
(16168,80796): 1.0
(53057,50201): 1.0
(98477,53057): 1.0
(16168,90309): 1.0
(53057,80796): 1.05315758904
(25718,21457): 1.0
(44209,25718): 1.04130042822
(56627,30563): 1.0
(25718,101587): 1.0
(108740,101655): 1.0
(21457,98893): 1.0
(50201,106916): 1.0
(108740,50201): 1.0
(98477,108740): 1.0
(25718,30550): 1.0
(34566,43289): 1.0
(43683,53057): 1.0
(34566,107968): 1.0
(107968,95910): 1.0
(29451,56627): 1.0
(56627,10469): 1.0
(44209,98893): 1.48096405489
(43289,25718): 1.12885552719
(98477,25718): 1.09176999251
(56627,108905): 1.4619414473
(43289,98893): 1.45275944541
(107968,16168): 1.11250640143
(29451,110103): 1.00508384551
(98477,98893): 1.0
(43289,21457): 1.00181758881
(53057,90309): 1.0
(16168,43683): 1.0
(50201,63238): 1.0
(21457,101587): 1.0
(56627,105069): 1.44925313741
(44209,21457): 1.0
(43289,101587): 1.54331671143
(98477,21457): 1.20726030174
(16168,106916): 1.0
(50201,95910): 1.50414274642
(43683,108740): 1.0
(34566,53057): 1.0
(107968,98477): 1.0
(29451,86841): 1.02094980078
(53057,43683): 1.0
(43683,25718): 1.07594867762
(108740,80796): 1.0
(25718,30563): 1.21363740545
(21457,30550): 1.0
